period close,Grant Kiehne,Simon Thornington,Jeff Koch,Szilvia Hegyi,Michael Van Kleeck,Spencer Singleton,Pravin Bezwada
2015-01-16,"",-0.00343653
2015-01-20,"",0.00128853
2015-01-21,"",0.0010494
2015-01-22,"",-0.00099507
2015-01-23,"",0.00125038
2015-01-26,"",0.00248581
2015-01-27,"",0.0069991
2015-06-10,"","","","",-0.00265303,0.00131156
2015-06-11,"","","","",0.00076326,0.00090735
2015-06-12,"","","","",-0.00069618,0.00237763
2015-06-15,"","","","",0.00111619,0.00164475
2015-06-16,"","","","",0.00205103,-0.00384426
2015-06-17,"","","","",0.00081688,0.00157754
2015-06-18,"","","","",0.00062683,-0.00394083
2015-06-19,"","","","",-0.00266471,0.00923081
2015-06-22,"","","","",-0.00419549,0.00633231
2015-06-23,"","","","",-0.00127262,0.00366055
2015-06-24,"","","","",0.00018327,-0.001736
2015-06-25,"","","","",0.00413989,-0.00038892
2015-06-26,"","","","",0.00173034,0.00074364
2015-06-29,"","","","",0.00301828,0.00130721
2015-06-30,"","","","",0.00040905,0.0,0.00446841
2015-07-01,"","","","","",0.0,0.00308032
2015-07-02,"","","","","",0.0,3.813e-05
2015-07-06,"","","","","",-0.00429782,-0.00109063
2015-07-07,"","","","","",0.00090589,0.00535448
2015-07-08,"","","","","",0.00373764,-0.00026752
2015-07-09,"","","","","",0.00247574,0.0056572
2015-07-10,"","","","","",0.0054547,0.00069647
2015-07-13,"","","","","",0.00347976,0.00087555
2015-07-14,"","","","","",0.00026442,-0.00209911
2015-07-15,"","","","","",0.00445242,-0.00494129
2015-07-16,"","","","","",-0.00056375,-0.00232165
2015-07-17,"","","","","",0.00350458,0.00303961
2015-07-20,"","","","","",0.00552138,0.0010178
2015-07-21,"","","","","",-0.00251625,0.00154267
2015-07-22,"","","","","",0.01218121,-0.0021288
2015-07-23,"","","","","",-5.568e-05,0.00123051
2015-07-24,"","","","","",0.00420271,0.00558173
2015-07-27,"","","","","",0.00354669,-0.00483315
2015-07-28,"","","","","",-0.00560358,-0.0017306
2015-07-29,"","","","","",0.00375328,0.00724826
2015-07-30,"","","","","",-0.00183276,-0.00147915
2015-07-31,"","","","","",0.00218905,0.01362679
2015-08-03,"","","","","","",0.00119299
2015-08-04,"","","","","","",0.00274004
2015-08-05,"","","","","","",0.00787441
2015-08-06,"","","","","","",-0.00208791
2015-08-07,"","","","","","",-6.355e-05
2015-08-10,"","","","","","",0.00117923
2015-08-11,"","","","","","",0.00477203
2015-08-12,"","","","","","",0.00202666
2015-08-13,"","","","","","",-0.00317994
2015-08-14,"","","","","","",0.00429078
2015-08-17,"","","","","","",0.00268318
2015-08-18,"","","","","","",0.00190331
2015-08-19,"","","","","","",-0.00350739
2015-08-20,"","","","","","",-0.00191183
2015-08-21,"","","","","","",-0.00266743
2015-08-24,"","","","","","",-0.00017134
2015-08-25,"","","","","","",0.00096538
2015-08-26,"","","","","","",-0.00959481
2015-08-27,"","","","","","",0.00341391
2015-08-28,"","","","","","",0.00183881
2015-08-31,"","","","","","",0.00204227
